SSC_NAME16	LabourForceStatus	persons
Inverleigh	Employed (full-time)	465
Inverleigh	Employed (part-time)	255
Inverleigh	Not in the labour force	286
Inverleigh	Unemployed (looking for work)	21
Inverloch	Employed (away from work)	148
Inverloch	Employed (full-time)	1050
Inverloch	Employed (part-time)	811
Inverloch	Not in the labour force	2108
Inverloch	Unemployed (looking for work)	103
Invermay (Vic.)	Employed (away from work)	28
Invermay (Vic.)	Employed (full-time)	227
Invermay (Vic.)	Employed (part-time)	177
Invermay (Vic.)	Not in the labour force	185
Invermay (Vic.)	Unemployed (looking for work)	13
Invermay Park	Employed (away from work)	50
Invermay Park	Employed (full-time)	526
Invermay Park	Employed (part-time)	338
Invermay Park	Not in the labour force	472
Invermay Park	Unemployed (looking for work)	40
Iona	Employed (away from work)	4
Iona	Employed (full-time)	78
Iona	Employed (part-time)	41
Iona	Not in the labour force	54
Iona	Unemployed (looking for work)	4
Iraak	Employed (away from work)	7
Iraak	Employed (full-time)	49
Iraak	Employed (part-time)	10
Iraak	Not in the labour force	16
Iraak	Unemployed (looking for work)	4
Irishtown (Vic.)	Employed (full-time)	3
Irishtown (Vic.)	Employed (part-time)	3
Ironbark (Vic.)	Employed (away from work)	31
Ironbark (Vic.)	Employed (full-time)	265
Ironbark (Vic.)	Employed (part-time)	196
Ironbark (Vic.)	Not in the labour force	351
Ironbark (Vic.)	Unemployed (looking for work)	44
Irrewarra	Employed (away from work)	11
Irrewarra	Employed (full-time)	103
Irrewarra	Employed (part-time)	71
Irrewarra	Not in the labour force	88
Irrewarra	Unemployed (looking for work)	3
Irrewillipe	Employed (full-time)	38
Irrewillipe	Employed (part-time)	35
Irrewillipe	Not in the labour force	25
Irrewillipe	Unemployed (looking for work)	3
Irrewillipe East	Employed (away from work)	5
Irrewillipe East	Employed (full-time)	23
Irrewillipe East	Employed (part-time)	14
Irrewillipe East	Not in the labour force	10
Irymple (Vic.)	Employed (away from work)	166
Irymple (Vic.)	Employed (full-time)	1473
Irymple (Vic.)	Employed (part-time)	851
Irymple (Vic.)	Not in the labour force	1340
Irymple (Vic.)	Unemployed (looking for work)	124
Ivanhoe (Vic.)	Employed (away from work)	274
Ivanhoe (Vic.)	Employed (full-time)	3877
Ivanhoe (Vic.)	Employed (part-time)	2191
Ivanhoe (Vic.)	Not in the labour force	3042
Ivanhoe (Vic.)	Unemployed (looking for work)	343
Ivanhoe East	Employed (away from work)	72
Ivanhoe East	Employed (full-time)	1110
Ivanhoe East	Employed (part-time)	736
Ivanhoe East	Not in the labour force	939
Ivanhoe East	Unemployed (looking for work)	98
Jacana	Employed (away from work)	51
Jacana	Employed (full-time)	465
Jacana	Employed (part-time)	259
Jacana	Not in the labour force	734
Jacana	Unemployed (looking for work)	117
Jack River	Employed (away from work)	5
Jack River	Employed (full-time)	39
Jack River	Employed (part-time)	31
Jack River	Not in the labour force	27
Jack River	Unemployed (looking for work)	3
Jackass Flat	Employed (away from work)	26
Jackass Flat	Employed (full-time)	312
Jackass Flat	Employed (part-time)	175
Jackass Flat	Not in the labour force	222
Jackass Flat	Unemployed (looking for work)	42
Jacob Creek	Employed (full-time)	3
Jacob Creek	Employed (part-time)	7
Jacob Creek	Not in the labour force	9
Jam Jerrup	Employed (full-time)	27
Jam Jerrup	Employed (part-time)	15
Jam Jerrup	Not in the labour force	19
Jam Jerrup	Unemployed (looking for work)	3
Jamieson (Vic.)	Employed (away from work)	3
Jamieson (Vic.)	Employed (full-time)	41
Jamieson (Vic.)	Employed (part-time)	38
Jamieson (Vic.)	Not in the labour force	157
Jamieson (Vic.)	Unemployed (looking for work)	7
Jan Juc	Employed (away from work)	110
Jan Juc	Employed (full-time)	1080
Jan Juc	Employed (part-time)	752
Jan Juc	Not in the labour force	657
Jan Juc	Unemployed (looking for work)	95
Jancourt	Employed (full-time)	7
Jancourt	Employed (part-time)	4
Jancourt	Not in the labour force	6
Jancourt East	Employed (away from work)	3
Jancourt East	Employed (full-time)	73
Jancourt East	Employed (part-time)	27
Jancourt East	Not in the labour force	45
Jancourt East	Unemployed (looking for work)	4
Jarklin	Employed (full-time)	10
Jarklin	Employed (part-time)	3
Jarklin	Not in the labour force	8
Jarrahmond	Employed (away from work)	5
Jarrahmond	Employed (full-time)	25
Jarrahmond	Employed (part-time)	17
Jarrahmond	Not in the labour force	22
Jarvis Creek	Employed (away from work)	3
Jarvis Creek	Employed (full-time)	16
Jarvis Creek	Employed (part-time)	9
Jarvis Creek	Not in the labour force	11
Jeeralang	Employed (away from work)	5
Jeeralang	Employed (full-time)	12
Jeeralang	Employed (part-time)	15
Jeeralang	Not in the labour force	19
Jeeralang	Unemployed (looking for work)	4
Jeeralang Junction	Employed (away from work)	13
Jeeralang Junction	Employed (full-time)	146
Jeeralang Junction	Employed (part-time)	102
Jeeralang Junction	Not in the labour force	145
Jeeralang Junction	Unemployed (looking for work)	17
Jeetho	Employed (full-time)	19
Jeetho	Employed (part-time)	19
Jeetho	Not in the labour force	36
Jeetho	Unemployed (looking for work)	4
Jeffcott	Employed (away from work)	3
Jeffcott	Employed (full-time)	6
Jeffcott	Employed (part-time)	8
Jeffcott North	Not in the labour force	8
Jeparit	Employed (away from work)	8
Jeparit	Employed (full-time)	85
Jeparit	Employed (part-time)	57
Jeparit	Not in the labour force	213
Jeparit	Unemployed (looking for work)	24
Jeruk	Employed (part-time)	3
Jeruk	Not in the labour force	4
Jil Jil	Employed (full-time)	10
Jil Jil	Employed (part-time)	3
Jil Jil	Not in the labour force	4
Jindivick	Employed (away from work)	17
Jindivick	Employed (full-time)	144
Jindivick	Employed (part-time)	111
Jindivick	Not in the labour force	123
Jindivick	Unemployed (looking for work)	11
Joel Joel	Employed (full-time)	7
Joel Joel	Not in the labour force	8
Joel South	Employed (away from work)	3
Joel South	Employed (full-time)	10
Joel South	Employed (part-time)	3
Joel South	Not in the labour force	6
Johanna	Employed (full-time)	17
Johanna	Employed (part-time)	18
Johanna	Not in the labour force	16
Johnsonville	Employed (away from work)	16
Johnsonville	Employed (full-time)	64
Johnsonville	Employed (part-time)	45
Johnsonville	Not in the labour force	134
Johnsonville	Unemployed (looking for work)	6
Joyces Creek	Employed (full-time)	8
Joyces Creek	Employed (part-time)	3
Jumbuk	Employed (away from work)	3
Jumbuk	Employed (full-time)	6
Jumbuk	Employed (part-time)	5
Jumbuk	Not in the labour force	11
Jumbunna	Employed (away from work)	4
Jumbunna	Employed (full-time)	35
Jumbunna	Employed (part-time)	32
Jumbunna	Not in the labour force	22
Jumbunna	Unemployed (looking for work)	4
Junction Village	Employed (away from work)	16
Junction Village	Employed (full-time)	225
Junction Village	Employed (part-time)	129
Junction Village	Not in the labour force	349
Junction Village	Unemployed (looking for work)	20
Jung	Employed (away from work)	6
Jung	Employed (full-time)	38
Jung	Employed (part-time)	38
Jung	Not in the labour force	91
Jung	Unemployed (looking for work)	10
Junortoun	Employed (away from work)	92
Junortoun	Employed (full-time)	842
Junortoun	Employed (part-time)	560
Junortoun	Not in the labour force	788
Junortoun	Unemployed (looking for work)	63
Kaarimba	Employed (full-time)	42
Kaarimba	Employed (part-time)	7
Kaarimba	Not in the labour force	22
Kadnook	Employed (away from work)	5
Kadnook	Employed (full-time)	9
Kadnook	Employed (part-time)	7
Kadnook	Not in the labour force	11
Kalimna	Employed (away from work)	45
Kalimna	Employed (full-time)	227
Kalimna	Employed (part-time)	178
Kalimna	Not in the labour force	512
Kalimna	Unemployed (looking for work)	30
Kalimna West	Employed (away from work)	3
Kalimna West	Employed (full-time)	36
Kalimna West	Employed (part-time)	26
Kalimna West	Not in the labour force	48
Kalimna West	Unemployed (looking for work)	6
Kalkallo	Employed (away from work)	3
Kalkallo	Employed (full-time)	24
Kalkallo	Employed (part-time)	10
Kalkallo	Not in the labour force	31
Kalkallo	Unemployed (looking for work)	3
Kalkee	Employed (full-time)	21
Kalkee	Employed (part-time)	7
Kalkee	Not in the labour force	9
Kallista	Employed (away from work)	29
Kallista	Employed (full-time)	425
Kallista	Employed (part-time)	297
Kallista	Not in the labour force	336
Kallista	Unemployed (looking for work)	26
Kalorama	Employed (away from work)	32
Kalorama	Employed (full-time)	397
Kalorama	Employed (part-time)	228
Kalorama	Not in the labour force	266
Kalorama	Unemployed (looking for work)	34
Kalpienung	Employed (away from work)	3
Kalpienung	Employed (full-time)	7
Kalpienung	Employed (part-time)	3
Kalpienung	Not in the labour force	7
Kamarooka	Employed (full-time)	28
Kamarooka	Employed (part-time)	11
Kamarooka	Not in the labour force	24
Kamarooka	Unemployed (looking for work)	3
Kamarooka North	Employed (full-time)	7
Kamarooka North	Not in the labour force	3
Kanagulk	Employed (full-time)	9
Kanagulk	Employed (part-time)	5
Kanagulk	Not in the labour force	5
Kancoona	Employed (full-time)	27
Kancoona	Employed (part-time)	15
Kancoona	Not in the labour force	24
Kangaroo Flat (Vic.)	Employed (away from work)	223
Kangaroo Flat (Vic.)	Employed (full-time)	2411
Kangaroo Flat (Vic.)	Employed (part-time)	1465
Kangaroo Flat (Vic.)	Not in the labour force	3554
Kangaroo Flat (Vic.)	Unemployed (looking for work)	321
Kangaroo Ground	Employed (away from work)	33
Kangaroo Ground	Employed (full-time)	302
Kangaroo Ground	Employed (part-time)	193
Kangaroo Ground	Not in the labour force	279
Kangaroo Ground	Unemployed (looking for work)	23
Kaniva	Employed (away from work)	26
Kaniva	Employed (full-time)	227
Kaniva	Employed (part-time)	128
Kaniva	Not in the labour force	274
Kaniva	Unemployed (looking for work)	12
Kanumbra	Employed (away from work)	3
Kanumbra	Employed (full-time)	15
Kanumbra	Employed (part-time)	8
Kanumbra	Not in the labour force	21
Kanya	Employed (full-time)	3
Kanyapella	Employed (full-time)	30
Kanyapella	Employed (part-time)	10
Kanyapella	Not in the labour force	5
Karabeal	Employed (away from work)	3
Karabeal	Employed (full-time)	10
Karabeal	Employed (part-time)	13
Karabeal	Not in the labour force	6
Kardella	Employed (away from work)	3
Kardella	Employed (full-time)	37
Kardella	Employed (part-time)	31
Kardella	Not in the labour force	45
Kardella	Unemployed (looking for work)	7
Kardella South	Employed (full-time)	33
Kardella South	Employed (part-time)	17
Kardella South	Not in the labour force	24
Kardella South	Unemployed (looking for work)	4
Kariah	Employed (away from work)	4
Kariah	Employed (full-time)	34
Kariah	Employed (part-time)	12
Kariah	Not in the labour force	20
Karnak	Employed (full-time)	6
Karnak	Employed (part-time)	3
Karnak	Not in the labour force	5
Karramomus	Employed (away from work)	3
Karramomus	Employed (full-time)	9
Karramomus	Employed (part-time)	12
Karramomus	Not in the labour force	7
Karyrie	Employed (away from work)	3
Karyrie	Employed (full-time)	7
Karyrie	Not in the labour force	3
Katamatite	Employed (away from work)	18
Katamatite	Employed (full-time)	93
Katamatite	Employed (part-time)	63
Katamatite	Not in the labour force	105
Katamatite	Unemployed (looking for work)	6
Katamatite East	Employed (away from work)	3
Katamatite East	Employed (full-time)	13
Katamatite East	Employed (part-time)	3
Katamatite East	Not in the labour force	5
Katamatite East	Unemployed (looking for work)	3
Katandra	Employed (away from work)	5
Katandra	Employed (full-time)	29
Katandra	Employed (part-time)	17
Katandra	Not in the labour force	35
Katandra West	Employed (away from work)	19
Katandra West	Employed (full-time)	159
Katandra West	Employed (part-time)	70
Katandra West	Not in the labour force	94
Katandra West	Unemployed (looking for work)	17
Katunga	Employed (away from work)	32
Katunga	Employed (full-time)	315
Katunga	Employed (part-time)	138
Katunga	Not in the labour force	223
Katunga	Unemployed (looking for work)	17
Kawarren	Employed (away from work)	3
Kawarren	Employed (full-time)	39
Kawarren	Employed (part-time)	35
Kawarren	Not in the labour force	46
Kawarren	Unemployed (looking for work)	5
Kealba	Employed (away from work)	85
Kealba	Employed (full-time)	922
Kealba	Employed (part-time)	476
Kealba	Not in the labour force	923
Kealba	Unemployed (looking for work)	150
Keely	Employed (full-time)	21
Keely	Employed (part-time)	13
Keely	Not in the labour force	12
Keely	Unemployed (looking for work)	3
Keilor	Employed (away from work)	139
Keilor	Employed (full-time)	1717
Keilor	Employed (part-time)	998
Keilor	Not in the labour force	1676
Keilor	Unemployed (looking for work)	133
Keilor Downs	Employed (away from work)	237
Keilor Downs	Employed (full-time)	2660
Keilor Downs	Employed (part-time)	1479
Keilor Downs	Not in the labour force	3231
Keilor Downs	Unemployed (looking for work)	392
Keilor East	Employed (away from work)	346
Keilor East	Employed (full-time)	4009
Keilor East	Employed (part-time)	2138
Keilor East	Not in the labour force	4462
Keilor East	Unemployed (looking for work)	379
Keilor Lodge	Employed (away from work)	38
Keilor Lodge	Employed (full-time)	568
Keilor Lodge	Employed (part-time)	333
Keilor Lodge	Not in the labour force	426
Keilor Lodge	Unemployed (looking for work)	53
Keilor North	Employed (away from work)	4
Keilor North	Employed (full-time)	21
Keilor North	Employed (part-time)	14
Keilor North	Not in the labour force	18
Keilor Park	Employed (away from work)	61
Keilor Park	Employed (full-time)	704
Keilor Park	Employed (part-time)	350
Keilor Park	Not in the labour force	939
Keilor Park	Unemployed (looking for work)	86
Kellalac	Employed (full-time)	3
Kellalac	Not in the labour force	3
Kelvin View	Employed (away from work)	3
Kelvin View	Employed (full-time)	19
Kelvin View	Employed (part-time)	7
Kelvin View	Not in the labour force	12
Kelvin View	Unemployed (looking for work)	4
Kenley	Employed (full-time)	18
Kenley	Employed (part-time)	3
Kenley	Not in the labour force	8
Kenmare (Vic.)	Not in the labour force	3
Kennedys Creek	Employed (away from work)	3
Kennedys Creek	Employed (full-time)	7
Kennedys Creek	Employed (part-time)	7
Kennedys Creek	Not in the labour force	5
Kennett River	Employed (away from work)	3
Kennett River	Employed (full-time)	19
Kennett River	Employed (part-time)	7
Kennett River	Not in the labour force	7
Kennington	Employed (away from work)	155
Kennington	Employed (full-time)	1319
Kennington	Employed (part-time)	965
Kennington	Not in the labour force	1886
Kennington	Unemployed (looking for work)	191
Kensington (Vic.)	Employed (away from work)	265
Kensington (Vic.)	Employed (full-time)	4345
Kensington (Vic.)	Employed (part-time)	1685
Kensington (Vic.)	Not in the labour force	1997
Kensington (Vic.)	Unemployed (looking for work)	321
Kerang	Employed (away from work)	91
Kerang	Employed (full-time)	850
Kerang	Employed (part-time)	573
Kerang	Not in the labour force	1376
Kerang	Unemployed (looking for work)	101
Kerang East	Employed (full-time)	12
Kerang East	Employed (part-time)	3
Kerang East	Not in the labour force	15
Kergunyah	Employed (away from work)	5
Kergunyah	Employed (full-time)	87
Kergunyah	Employed (part-time)	42
Kergunyah	Not in the labour force	53
Kergunyah	Unemployed (looking for work)	3
Kergunyah South	Employed (full-time)	23
Kergunyah South	Employed (part-time)	11
Kergunyah South	Not in the labour force	16
Kernot	Employed (full-time)	35
Kernot	Employed (part-time)	13
Kernot	Not in the labour force	21
Kerrie	Employed (away from work)	3
Kerrie	Employed (full-time)	28
Kerrie	Employed (part-time)	20
Kerrie	Not in the labour force	16
Kerrie	Unemployed (looking for work)	3
Kerrisdale	Employed (away from work)	6
Kerrisdale	Employed (full-time)	20
Kerrisdale	Employed (part-time)	7
Kerrisdale	Not in the labour force	21
Kerrisdale	Unemployed (looking for work)	4
Kevington	Employed (full-time)	9
Kevington	Not in the labour force	19
Kew (Vic.)	Employed (away from work)	533
Kew (Vic.)	Employed (full-time)	7458
Kew (Vic.)	Employed (part-time)	4197
Kew (Vic.)	Not in the labour force	6482
Kew (Vic.)	Unemployed (looking for work)	659
Kew East	Employed (away from work)	121
Kew East	Employed (full-time)	1873
